Customer_ID,Age,Gender,Account_Age_Months,Contract_Type,Internet_Service,Phone_Service,Streaming_Service,Monthly_Charges,Total_Charges,Monthly_Usage_GB,Number_of_Sessions,Support_Calls,Complaints,Payment_Method,Payment_Delay_Rate,Usage_Change_Percentage,Churn
CUST-12940,59,Male,35,One year,DSL,Yes,No,48.58,1721.05,86.18,19,2,1,Mailed check,0.2222,-29.67,No
CUST-12941,72,Female,63,Month-to-month,Fiber optic,Yes,Yes,97.47,6157.83,65.92,16,2,1,Mailed check,0.2187,-16.02,Yes
CUST-12942,62,Female,62,One year,Fiber optic,Yes,Yes,88.29,5630.98,80.51,21,1,1,Electronic check,0.2571,14.53,No
CUST-12943,28,Female,29,Two year,Fiber optic,Yes,Yes,94.5,2757.68,32.78,15,0,2,Bank transfer,0.0629,-5.01,No
CUST-12944,65,Female,70,Month-to-month,Cable,Yes,Yes,60.29,4177.45,25.55,16,3,0,Credit card,0.0645,14.25,No
CUST-12945,24,Male,60,Month-to-month,Cable,Yes,No,55.66,3373.52,78.21,12,3,1,Electronic check,0.0694,-8.93,Yes
CUST-12946,52,Female,61,Month-to-month,Fiber optic,Yes,No,64.32,3822.28,72.69,16,2,0,Mailed check,0.2426,-1.16,No
CUST-12947,46,Male,5,Month-to-month,DSL,Yes,Yes,59.45,327.15,42.34,15,0,0,Credit card,0.0784,2.28,No
CUST-12948,48,Female,10,Month-to-month,Fiber optic,Yes,No,72.13,702.41,36.8,19,2,0,Credit card,0.0085,19.06,No
CUST-12949,48,Male,22,Two year,Cable,Yes,Yes,70.87,1478.85,60.35,11,0,1,Mailed check,0.2383,12.54,Yes
CUST-12950,19,Male,55,Month-to-month,None,Yes,Yes,42.1,2603.64,63.23,14,2,0,Electronic check,0.2365,-5.44,No
CUST-12951,47,Female,6,Month-to-month,Cable,Yes,Yes,62.66,354.08,35.05,19,1,0,Bank transfer,0.019,-5.36,No
CUST-12952,72,Female,6,Month-to-month,Fiber optic,Yes,No,64.02,314.4,62.65,18,1,0,Credit card,0.1526,2.84,No
CUST-12953,43,Male,3,Month-to-month,DSL,Yes,No,49.15,49.15,29.51,14,2,2,Credit card,0.5868,29.25,Yes
CUST-12954,34,Female,14,Two year,None,Yes,Yes,49.54,605.19,49.04,16,5,1,Credit card,0.0103,1.61,No
CUST-12955,75,Female,67,Month-to-month,Fiber optic,Yes,No,75.49,5148.75,32.78,14,4,1,Electronic check,0.063,-9.14,Yes
CUST-12956,23,Male,52,Month-to-month,Cable,Yes,Yes,76.19,3777.77,61.72,19,2,0,Credit card,0.1291,-8.55,No
CUST-12957,46,Female,52,Month-to-month,None,Yes,Yes,47.79,2347.54,48.98,17,3,0,Electronic check,0.0545,-1.44,No
CUST-12958,47,Male,22,Two year,Cable,Yes,Yes,72.79,1718.88,96.74,20,3,0,Bank transfer,0.1551,4.6,No
CUST-12959,45,Male,46,Two year,DSL,No,Yes,41.29,1855.84,71.66,20,0,1,Mailed check,0.0592,-10.07,No
CUST-12960,71,Female,57,Month-to-month,DSL,Yes,Yes,66.42,3728.85,32.85,11,0,0,Electronic check,0.0756,12.19,Yes
CUST-12961,42,Male,39,One year,None,Yes,No,44.22,1733.69,86.21,23,2,1,Electronic check,0.0937,-7.06,No
CUST-12962,74,Male,62,One year,DSL,Yes,Yes,71.7,4588.99,59.6,16,1,0,Bank transfer,0.1912,16.39,No
CUST-12963,21,Female,42,One year,None,Yes,Yes,60.07,2408.69,82.49,20,1,0,Mailed check,0.095,3.93,No
CUST-12964,60,Male,24,Month-to-month,DSL,Yes,Yes,51.24,1464.81,33.3,15,4,1,Electronic check,0.313,-3.17,Yes
CUST-12965,52,Female,46,One year,Cable,Yes,Yes,73.78,3404.29,78.76,20,0,0,Electronic check,0.085,-32.93,No
CUST-12966,31,Female,68,One year,None,Yes,Yes,42.84,2907.12,113.54,21,0,0,Bank transfer,0.2085,-3.4,No
CUST-12967,31,Male,60,Month-to-month,DSL,Yes,Yes,55.99,3435.48,78.36,17,2,0,Credit card,0.34,1.08,Yes
CUST-12968,59,Female,36,Month-to-month,Fiber optic,Yes,Yes,76.8,2504.8,50.11,22,1,0,Electronic check,0.2122,1.61,No
CUST-12969,54,Male,43,Month-to-month,Fiber optic,Yes,Yes,75.97,3300.85,91.94,16,1,2,Credit card,0.1513,8.12,No
CUST-12970,53,Female,71,Month-to-month,Cable,Yes,Yes,66.31,4730.2,47.94,18,0,0,Credit card,0.1448,-3.6,No
CUST-12971,20,Male,54,Month-to-month,DSL,Yes,No,47.38,2777.41,75.95,17,1,1,Bank transfer,0.0673,8.28,No
CUST-12972,52,Female,37,Two year,Fiber optic,Yes,No,73.67,3001.42,118.28,16,3,1,Electronic check,0.0763,-9.83,No
CUST-12973,74,Male,21,Two year,Cable,Yes,Yes,72.25,1538.71,50.48,25,2,1,Bank transfer,0.2102,13.16,No
CUST-12974,19,Female,66,Month-to-month,None,No,No,36.69,2435.51,76.66,16,0,0,Electronic check,0.1825,13.33,No
CUST-12975,45,Male,71,Month-to-month,Cable,Yes,No,62.17,4393.03,112.51,14,3,0,Bank transfer,0.1705,5.15,No
CUST-12976,46,Male,6,One year,DSL,Yes,No,49.8,294.17,88.0,27,2,0,Credit card,0.1938,10.46,No
CUST-12977,70,Male,3,Month-to-month,None,Yes,No,41.31,77.03,81.51,21,0,0,Electronic check,0.0673,-2.31,Yes
CUST-12978,34,Female,9,Month-to-month,Cable,Yes,No,65.54,709.75,17.24,13,2,0,Electronic check,0.2017,-0.82,Yes
CUST-12979,45,Other,28,One year,Fiber optic,Yes,No,74.61,2254.84,41.28,20,0,0,Electronic check,0.1356,-1.54,No
CUST-12980,59,Male,12,Month-to-month,None,No,Yes,41.2,641.53,85.2,14,4,1,Electronic check,0.1742,16.93,Yes
CUST-12981,21,Male,64,Month-to-month,DSL,Yes,Yes,78.6,5186.81,56.95,24,3,1,Electronic check,0.1458,3.74,Yes
CUST-12982,64,Male,66,One year,None,Yes,No,32.29,2190.93,52.52,17,1,1,Bank transfer,0.025,-7.84,No
CUST-12983,65,Male,13,One year,Cable,Yes,No,64.83,935.67,92.63,24,2,1,Credit card,0.0457,0.64,Yes
CUST-12984,59,Female,60,Month-to-month,DSL,No,No,43.56,2699.68,80.27,23,2,0,Electronic check,0.1543,-4.35,No
CUST-12985,55,Female,11,One year,Fiber optic,No,No,50.82,381.54,44.66,13,3,0,Bank transfer,0.0624,3.5,No
CUST-12986,61,Female,57,Two year,Fiber optic,Yes,No,58.44,3298.24,82.67,16,3,1,Mailed check,0.0951,-0.62,No
CUST-12987,63,Male,27,Month-to-month,Fiber optic,Yes,No,57.25,1475.8,41.3,20,3,1,Bank transfer,0.478,-14.88,Yes
CUST-12988,70,Male,3,One year,Cable,Yes,No,58.67,162.76,26.2,14,3,0,Credit card,0.1096,-11.51,No
CUST-12989,42,Female,31,Month-to-month,Cable,Yes,No,47.16,1443.45,71.93,16,1,0,Bank transfer,0.2374,-3.09,No
CUST-12990,44,Male,60,Month-to-month,Fiber optic,Yes,No,69.76,4259.4,34.53,25,2,0,Electronic check,0.1076,17.92,No
CUST-12991,55,Female,68,Month-to-month,Fiber optic,Yes,No,71.5,4809.91,34.12,17,3,0,Electronic check,0.511,-20.59,No
CUST-12992,29,Male,9,Month-to-month,Cable,Yes,Yes,64.03,300.42,39.73,22,3,0,Credit card,0.053,6.17,No
CUST-12993,67,Male,61,Month-to-month,Fiber optic,Yes,No,68.63,4224.99,68.11,15,1,0,Mailed check,0.069,20.7,No
CUST-12994,62,Female,22,One year,Fiber optic,Yes,No,76.86,1659.31,82.99,14,0,0,Bank transfer,0.0491,13.58,Yes
CUST-12995,54,Male,34,Month-to-month,Fiber optic,Yes,No,64.25,2240.66,57.06,16,2,1,Bank transfer,0.3892,1.7,Yes
CUST-12996,35,Female,8,Two year,DSL,Yes,Yes,59.85,337.58,35.16,12,0,0,Bank transfer,0.1636,-0.73,No
CUST-12997,38,Male,71,Month-to-month,DSL,Yes,Yes,43.72,3157.26,37.01,13,1,0,Electronic check,0.0768,9.69,No
CUST-12998,43,Male,57,Two year,Cable,Yes,Yes,69.19,3841.58,26.74,20,1,1,Electronic check,0.1467,20.1,No
CUST-12999,56,Male,47,Month-to-month,Fiber optic,Yes,Yes,88.56,3961.12,81.22,17,1,1,Mailed check,0.0682,10.62,No
CUST-13000,63,Male,53,Month-to-month,Fiber optic,Yes,No,75.98,3985.57,42.34,20,0,0,Electronic check,0.2681,4.23,No
CUST-13001,56,Female,63,One year,Cable,Yes,No,56.67,3360.44,69.41,25,4,0,Bank transfer,0.0964,16.52,No
CUST-13002,71,Male,11,One year,None,Yes,No,33.51,288.22,20.61,19,4,0,Credit card,0.0022,4.14,No
CUST-13003,73,Female,18,Month-to-month,Fiber optic,Yes,Yes,91.19,1653.97,94.44,15,1,0,Bank transfer,0.0352,3.11,No
CUST-13004,58,Female,3,Month-to-month,Cable,Yes,No,62.86,62.86,63.63,19,2,0,Mailed check,0.064,9.62,Yes
CUST-13005,39,Male,36,One year,Cable,No,No,50.88,1867.81,26.27,20,2,3,Electronic check,0.2847,-5.66,No
CUST-13006,52,Male,36,One year,None,Yes,No,41.0,1310.07,49.39,22,2,0,Mailed check,0.1,37.89,No
CUST-13007,42,Male,3,Month-to-month,DSL,Yes,Yes,55.48,55.48,68.28,28,2,1,Electronic check,0.2665,3.9,Yes
CUST-13008,54,Female,48,One year,Fiber optic,Yes,No,69.37,3200.27,42.65,22,1,1,Electronic check,0.0681,-0.22,No
CUST-13009,65,Female,1,Month-to-month,Fiber optic,No,Yes,66.26,138.23,72.61,15,3,1,Bank transfer,0.0928,12.13,Yes
CUST-13010,39,Male,58,Month-to-month,Cable,Yes,Yes,73.6,4290.92,94.57,23,1,0,Mailed check,0.1393,15.16,No
CUST-13011,47,Female,51,One year,Cable,Yes,No,51.76,2580.35,85.82,16,3,1,Bank transfer,0.221,-6.22,No
CUST-13012,20,Male,59,Two year,DSL,Yes,No,46.82,2500.87,63.28,17,3,0,Electronic check,0.1065,-18.51,No
CUST-13013,60,Male,9,Month-to-month,Fiber optic,Yes,Yes,82.2,728.94,98.15,20,3,0,Bank transfer,0.1668,-1.97,Yes
CUST-13014,46,Male,63,Month-to-month,Fiber optic,Yes,No,52.3,3148.39,68.54,22,2,1,Electronic check,0.2377,5.42,No
CUST-13015,44,Other,40,Month-to-month,DSL,Yes,No,44.68,1632.33,60.8,22,0,1,Credit card,0.2826,-6.9,No
CUST-13016,48,Male,63,One year,None,Yes,No,29.76,1946.46,61.44,20,2,1,Mailed check,0.0902,1.7,No
CUST-13017,30,Male,51,Month-to-month,DSL,Yes,Yes,60.4,2974.89,65.94,22,1,0,Credit card,0.2573,0.46,No
CUST-13018,52,Male,48,Month-to-month,Cable,Yes,Yes,68.3,3283.01,74.26,14,2,1,Bank transfer,0.22,-17.63,No
CUST-13019,61,Female,3,Month-to-month,DSL,Yes,No,63.94,79.4,42.35,21,1,0,Credit card,0.3011,9.93,Yes
CUST-13020,38,Male,50,Two year,Cable,Yes,No,51.54,2680.92,91.01,19,0,1,Bank transfer,0.276,12.78,No
CUST-13021,25,Male,33,Month-to-month,Cable,Yes,No,47.43,1626.52,94.94,12,2,1,Electronic check,0.2187,4.36,No
CUST-13022,40,Male,62,One year,Fiber optic,Yes,Yes,87.48,5542.26,123.12,21,2,0,Bank transfer,0.0555,6.66,No
CUST-13023,29,Female,50,Month-to-month,Cable,Yes,Yes,62.49,3265.0,22.62,25,4,2,Credit card,0.0463,-5.84,No
CUST-13024,39,Male,6,Month-to-month,Cable,Yes,Yes,67.91,226.79,64.64,22,2,0,Credit card,0.0778,0.57,No
CUST-13025,54,Female,65,Month-to-month,None,Yes,No,32.42,2342.63,44.59,23,2,0,Bank transfer,0.0507,10.07,No
CUST-13026,24,Male,5,Month-to-month,DSL,Yes,No,54.28,54.28,79.4,11,2,1,Credit card,0.2424,-14.4,Yes
CUST-13027,61,Male,22,Month-to-month,Fiber optic,Yes,Yes,81.41,1718.59,93.21,19,1,0,Credit card,0.0659,-10.26,No
CUST-13028,31,Female,16,Month-to-month,DSL,Yes,No,47.37,703.54,64.85,13,1,0,Mailed check,0.0829,-15.11,No
CUST-13029,69,Female,71,Month-to-month,Cable,Yes,No,58.14,3916.87,56.58,17,5,1,Mailed check,0.2399,22.21,No
CUST-13030,60,Male,12,Month-to-month,Fiber optic,No,Yes,67.58,747.95,52.41,15,4,0,Electronic check,0.1233,-1.33,Yes
CUST-13031,33,Female,61,Month-to-month,None,Yes,Yes,45.37,2879.26,59.42,19,1,1,Bank transfer,0.0981,19.24,No
CUST-13032,50,Female,16,Month-to-month,Fiber optic,Yes,No,66.82,1082.62,73.1,22,0,0,Credit card,0.0042,1.11,No
CUST-13033,24,Male,47,Month-to-month,None,Yes,No,46.23,1978.15,72.95,17,1,0,Credit card,0.2395,23.53,No
CUST-13034,23,Female,7,Month-to-month,DSL,Yes,Yes,57.05,358.15,100.02,24,0,0,Electronic check,0.3703,16.79,No
CUST-13035,73,Female,29,One year,Fiber optic,Yes,Yes,75.79,2306.78,60.31,19,1,0,Bank transfer,0.0636,-6.21,No
CUST-13036,64,Male,45,Two year,DSL,No,No,29.39,1224.91,86.13,23,3,0,Mailed check,0.2182,3.36,No
CUST-13037,26,Female,52,One year,DSL,Yes,Yes,51.39,2623.92,42.98,11,1,0,Electronic check,0.0653,-10.05,No
CUST-13038,34,Male,63,Month-to-month,Cable,Yes,No,62.16,3969.59,33.97,15,2,0,Bank transfer,0.0905,9.94,No
CUST-13039,29,Male,59,Two year,DSL,Yes,No,48.85,2973.78,88.59,16,1,1,Bank transfer,0.0519,14.93,No
CUST-13040,40,Female,38,Two year,Fiber optic,Yes,Yes,76.67,2990.18,74.43,18,2,1,Bank transfer,0.1362,24.56,No
CUST-13041,34,Female,22,Month-to-month,None,Yes,No,41.15,861.19,52.04,20,1,0,Bank transfer,0.0911,18.53,No
CUST-13042,37,Female,19,Month-to-month,DSL,Yes,No,59.15,923.08,42.64,19,0,2,Electronic check,0.158,7.19,No
CUST-13043,48,Female,72,One year,Fiber optic,Yes,No,64.06,4642.56,53.34,14,2,2,Credit card,0.2024,6.24,No
CUST-13044,28,Female,44,Two year,Cable,Yes,Yes,65.36,2692.89,69.99,16,3,1,Electronic check,0.1167,-0.96,No
CUST-13045,69,Male,66,One year,Fiber optic,No,No,47.36,3107.84,68.55,12,0,0,Credit card,0.0705,23.88,No
CUST-13046,60,Female,32,One year,Fiber optic,Yes,No,76.68,2351.07,30.09,19,5,0,Electronic check,0.0524,-8.37,No
CUST-13047,62,Female,35,One year,DSL,Yes,Yes,78.93,2738.24,34.33,18,0,0,Credit card,0.0228,-10.45,No
CUST-13048,27,Female,60,Two year,DSL,Yes,Yes,56.53,3539.13,68.13,23,2,0,Bank transfer,0.0023,-11.17,No
CUST-13049,59,Male,53,Month-to-month,DSL,Yes,No,47.35,2541.43,78.9,19,1,0,Credit card,0.1119,14.9,No
CUST-13050,66,Male,15,Month-to-month,None,Yes,Yes,44.43,795.23,45.95,19,1,0,Electronic check,0.0617,13.56,No
CUST-13051,28,Male,38,Two year,Fiber optic,No,Yes,72.67,2669.5,30.8,17,2,0,Bank transfer,0.1425,7.34,No
CUST-13052,61,Male,16,Month-to-month,None,Yes,Yes,46.97,786.91,65.7,23,1,1,Electronic check,0.2002,5.76,No
CUST-13053,38,Male,55,Month-to-month,Fiber optic,Yes,No,71.95,3825.94,12.01,14,2,3,Electronic check,0.1275,-12.2,Yes
CUST-13054,63,Female,3,Month-to-month,Fiber optic,Yes,No,60.26,151.78,55.63,10,2,0,Credit card,0.0938,5.26,Yes
CUST-13055,45,Female,60,Month-to-month,Fiber optic,Yes,Yes,78.61,4775.77,79.25,11,3,0,Electronic check,0.0564,16.8,No
CUST-13056,64,Male,67,Month-to-month,Fiber optic,Yes,Yes,83.48,5357.05,59.08,13,1,0,Mailed check,0.0899,-10.98,Yes
CUST-13057,26,Male,2,One year,DSL,Yes,No,41.65,64.28,27.37,14,1,0,Bank transfer,0.0262,-12.65,Yes
CUST-13058,40,Female,46,Month-to-month,Cable,Yes,No,48.47,2287.69,101.14,18,4,1,Electronic check,0.138,5.74,Yes
CUST-13059,33,Male,6,Month-to-month,Cable,Yes,Yes,63.1,321.38,65.14,17,0,0,Mailed check,0.3425,11.19,Yes
CUST-13060,32,Female,26,Month-to-month,Cable,Yes,Yes,68.21,1869.23,70.0,25,2,2,Electronic check,0.1161,11.79,Yes
CUST-13061,35,Male,25,Two year,Fiber optic,Yes,No,74.35,1844.27,86.07,11,0,1,Credit card,0.0719,16.53,No
CUST-13062,40,Male,38,One year,Cable,Yes,Yes,72.46,2581.64,60.64,12,2,1,Electronic check,0.1498,3.93,No
CUST-13063,25,Male,67,Two year,DSL,Yes,Yes,52.95,3582.46,58.39,21,3,1,Bank transfer,0.0724,-17.88,No
CUST-13064,59,Female,34,Month-to-month,Cable,Yes,No,44.83,1530.06,94.45,20,0,0,Credit card,0.26,8.19,No
CUST-13065,49,Male,29,Month-to-month,Cable,Yes,No,69.0,1979.59,45.36,19,2,2,Electronic check,0.4326,16.26,Yes
CUST-13066,66,Female,7,One year,Fiber optic,Yes,Yes,87.66,605.46,86.95,23,1,0,Credit card,0.0631,-5.46,No
CUST-13067,58,Male,64,Two year,DSL,Yes,No,46.88,3086.26,37.87,21,0,0,Electronic check,0.2373,0.35,No
CUST-13068,26,Male,23,Month-to-month,None,Yes,No,41.34,947.17,47.52,18,3,1,Credit card,0.1777,-24.12,No
CUST-13069,22,Female,34,One year,Fiber optic,Yes,No,71.97,2517.37,71.99,18,0,0,Electronic check,0.1977,-1.36,No
CUST-13070,42,Male,7,One year,Cable,Yes,No,56.74,572.63,99.28,25,3,1,Electronic check,0.1021,21.17,No
CUST-13071,45,Male,21,Month-to-month,None,No,No,40.59,937.8,68.54,19,2,2,Electronic check,0.1493,-3.33,No
CUST-13072,31,Female,40,Month-to-month,Fiber optic,Yes,Yes,74.44,2976.54,31.4,24,3,0,Credit card,0.2382,-10.67,No
CUST-13073,63,Female,65,Month-to-month,DSL,Yes,Yes,49.17,3188.56,82.07,15,0,2,Mailed check,0.1091,25.52,No
CUST-13074,51,Male,24,Month-to-month,DSL,Yes,No,51.04,1188.9,45.94,22,1,3,Mailed check,0.2697,9.38,Yes
CUST-13075,61,Male,41,Two year,Cable,No,Yes,54.93,2257.75,80.19,25,3,1,Credit card,0.3649,7.71,No
CUST-13076,24,Other,64,Month-to-month,DSL,Yes,No,51.24,3292.06,71.9,14,0,0,Credit card,0.19,3.87,No
CUST-13077,65,Female,26,One year,DSL,No,Yes,48.95,1188.26,28.97,20,2,0,Mailed check,0.0925,-6.09,No
CUST-13078,29,Female,22,One year,Fiber optic,Yes,No,65.06,1369.65,73.65,21,3,1,Bank transfer,0.2457,-1.16,No
CUST-13079,43,Female,4,Two year,None,Yes,No,34.47,34.47,35.36,17,1,0,Electronic check,0.4101,21.94,No
CUST-13080,43,Female,66,Month-to-month,Cable,Yes,Yes,56.32,3804.35,97.45,25,2,0,Credit card,0.2866,-6.24,No
CUST-13081,65,Male,8,Month-to-month,DSL,Yes,No,39.27,340.14,27.26,25,0,2,Electronic check,0.1044,18.38,No
CUST-13082,34,Male,16,Month-to-month,None,Yes,No,34.22,543.08,61.17,19,0,0,Credit card,0.0815,6.19,No
CUST-13083,31,Female,11,One year,Cable,Yes,No,60.74,587.42,42.29,18,0,1,Bank transfer,0.0544,6.25,No
CUST-13084,37,Female,51,Month-to-month,None,Yes,No,24.25,1307.68,98.86,14,2,1,Electronic check,0.1979,-18.04,No
CUST-13085,38,Female,27,One year,Fiber optic,Yes,No,73.17,1896.75,27.83,17,1,1,Credit card,0.0558,7.1,No
CUST-13086,28,Female,51,Month-to-month,Fiber optic,No,Yes,67.61,3362.81,120.93,22,2,2,Electronic check,0.1953,1.23,No
CUST-13087,28,Male,44,Month-to-month,Cable,Yes,Yes,69.74,3154.62,56.33,16,2,1,Mailed check,0.0129,-17.36,No
CUST-13088,31,Male,2,Two year,DSL,Yes,No,51.65,53.9,51.46,17,2,0,Mailed check,0.065,2.5,No
CUST-13089,45,Female,23,Two year,Fiber optic,Yes,Yes,85.83,2005.15,83.54,14,0,0,Bank transfer,0.3251,-3.11,Yes
CUST-13090,37,Male,1,Month-to-month,Cable,Yes,No,56.97,56.97,64.18,21,4,0,Credit card,0.118,5.18,Yes
CUST-13091,40,Female,5,One year,DSL,Yes,No,38.51,162.7,44.6,19,3,0,Electronic check,0.0773,-8.25,No
CUST-13092,59,Female,35,Month-to-month,Fiber optic,Yes,Yes,93.25,3257.67,46.66,18,5,0,Bank transfer,0.1967,-10.18,Yes
CUST-13093,31,Male,20,One year,DSL,Yes,Yes,59.7,1317.33,53.07,17,3,0,Mailed check,0.0757,3.14,No
CUST-13094,70,Female,7,Month-to-month,DSL,Yes,Yes,60.06,464.46,48.37,21,1,1,Electronic check,0.3358,-2.74,Yes
CUST-13095,61,Female,30,Month-to-month,Fiber optic,Yes,Yes,78.05,2399.14,84.45,10,3,3,Electronic check,0.126,-2.05,No
CUST-13096,28,Female,33,Month-to-month,Fiber optic,Yes,No,79.82,2691.62,67.06,19,0,0,Bank transfer,0.1409,-12.65,No
CUST-13097,36,Male,72,Month-to-month,DSL,Yes,Yes,50.44,3752.88,76.11,18,1,2,Credit card,0.1971,1.31,No
CUST-13098,28,Female,48,One year,Cable,Yes,No,48.32,2514.24,54.95,14,0,2,Credit card,0.0688,9.69,No
CUST-13099,33,Male,29,Month-to-month,DSL,Yes,No,45.11,1372.4,80.46,21,0,2,Electronic check,0.0469,5.29,Yes
CUST-13100,39,Female,35,Month-to-month,DSL,Yes,No,52.75,1736.17,48.35,22,1,0,Electronic check,0.1614,-2.42,No
CUST-13101,25,Male,7,Month-to-month,Cable,Yes,No,52.94,404.89,42.89,21,4,2,Credit card,0.0323,-17.7,No
CUST-13102,18,Female,28,Month-to-month,Fiber optic,Yes,No,64.65,1967.43,52.78,17,1,1,Electronic check,0.2216,-8.22,No
CUST-13103,43,Female,42,One year,DSL,Yes,Yes,51.2,1997.39,99.19,13,1,2,Electronic check,0.0475,-6.93,No
CUST-13104,58,Female,2,Month-to-month,Fiber optic,Yes,Yes,84.99,369.23,51.18,16,4,1,Electronic check,0.1416,12.07,No
CUST-13105,35,Female,67,One year,Cable,Yes,Yes,69.5,4741.59,52.26,16,1,1,Credit card,0.0307,11.63,No
CUST-13106,67,Male,38,Two year,Fiber optic,Yes,Yes,84.57,3251.53,70.24,22,1,0,Electronic check,0.2651,5.74,No
CUST-13107,39,Female,57,Month-to-month,DSL,Yes,Yes,55.22,3113.09,61.87,21,2,1,Electronic check,0.283,-2.16,No
CUST-13108,70,Male,20,One year,DSL,Yes,No,49.49,926.01,38.9,18,0,0,Bank transfer,0.1941,17.64,No
CUST-13109,31,Female,61,Month-to-month,Cable,Yes,Yes,72.26,4530.04,36.65,9,1,1,Electronic check,0.4359,9.55,No
CUST-13110,49,Male,27,Month-to-month,Cable,Yes,Yes,61.33,1500.08,82.98,24,0,0,Mailed check,0.2128,-22.91,No
CUST-13111,62,Female,67,Month-to-month,None,Yes,Yes,52.03,3749.85,36.48,9,1,1,Mailed check,0.1967,20.98,No
CUST-13112,21,Male,38,Month-to-month,Cable,Yes,Yes,70.02,2770.67,86.22,16,1,0,Credit card,0.1709,0.05,No
CUST-13113,71,Female,46,Month-to-month,Fiber optic,Yes,No,79.03,3700.14,53.79,9,2,1,Bank transfer,0.4595,13.29,No
CUST-13114,39,Female,15,Month-to-month,Fiber optic,Yes,Yes,85.57,1329.69,9.24,19,1,0,Electronic check,0.2292,7.65,Yes
CUST-13115,46,Male,72,Two year,Fiber optic,No,Yes,59.54,4204.99,80.53,19,1,0,Bank transfer,0.1774,-13.48,No
CUST-13116,54,Male,14,Month-to-month,Fiber optic,Yes,Yes,74.99,1074.91,84.24,22,0,0,Electronic check,0.2054,-3.61,No
CUST-13117,55,Female,3,Two year,Fiber optic,Yes,No,53.63,53.63,78.97,20,2,1,Credit card,0.0023,-21.12,Yes
CUST-13118,19,Female,32,Month-to-month,Fiber optic,Yes,Yes,65.33,1963.76,53.81,14,2,1,Electronic check,0.4428,-7.29,No
CUST-13119,68,Male,61,One year,Cable,Yes,No,51.09,2925.94,56.47,25,0,0,Credit card,0.0833,3.7,No
CUST-13120,54,Male,67,Month-to-month,Cable,No,No,59.35,3985.64,54.08,19,1,1,Electronic check,0.0582,2.82,No
CUST-13121,75,Male,62,Month-to-month,Fiber optic,Yes,No,69.85,4277.48,47.7,23,1,1,Bank transfer,0.1789,-6.04,No
CUST-13122,45,Female,40,Month-to-month,DSL,Yes,Yes,62.09,2460.43,71.73,19,3,1,Electronic check,0.0721,-1.04,Yes
CUST-13123,53,Female,67,Two year,Fiber optic,Yes,No,66.46,4479.09,60.07,17,0,0,Electronic check,0.2296,3.32,No
CUST-13124,43,Male,36,Two year,DSL,Yes,Yes,56.69,2190.4,53.85,15,2,1,Bank transfer,0.0304,10.06,No
CUST-13125,69,Female,35,Month-to-month,DSL,Yes,No,54.65,1731.28,47.91,23,1,3,Bank transfer,0.1083,-5.52,No
CUST-13126,66,Female,14,One year,Fiber optic,Yes,No,68.76,1133.53,68.54,22,0,1,Mailed check,0.0437,0.19,No
CUST-13127,70,Female,57,One year,Fiber optic,Yes,Yes,77.46,4428.09,95.42,20,1,0,Electronic check,0.0428,-13.05,No
CUST-13128,47,Male,23,One year,None,Yes,Yes,48.6,1061.8,67.86,18,4,0,Electronic check,0.2708,-12.62,No
CUST-13129,63,Male,15,Month-to-month,DSL,Yes,No,42.46,667.82,32.48,19,1,0,Bank transfer,0.0439,15.56,No
CUST-13130,38,Male,27,One year,DSL,Yes,No,51.25,1432.2,64.41,8,3,0,Electronic check,0.1664,20.35,Yes
CUST-13131,44,Male,44,One year,Fiber optic,Yes,Yes,80.59,3685.73,76.55,27,2,1,Mailed check,0.2325,4.47,No
CUST-13132,62,Male,20,Month-to-month,Fiber optic,Yes,No,57.56,1129.74,82.04,22,3,0,Electronic check,0.4083,-1.9,No
CUST-13133,22,Male,26,Month-to-month,Fiber optic,Yes,Yes,71.23,1697.38,77.38,12,2,0,Credit card,0.3817,-3.65,No
CUST-13134,59,Male,24,Month-to-month,None,Yes,No,31.38,588.51,68.21,22,3,0,Credit card,0.0464,16.65,No
CUST-13135,18,Female,43,Two year,Fiber optic,Yes,No,66.54,2946.89,130.06,16,2,1,Electronic check,0.1764,-18.71,No
CUST-13136,51,Male,52,Month-to-month,Fiber optic,Yes,Yes,82.4,4345.67,36.43,18,2,1,Bank transfer,0.4407,29.29,No
CUST-13137,45,Female,49,Month-to-month,None,Yes,Yes,38.52,2104.64,100.75,15,1,0,Bank transfer,0.1044,2.97,No
CUST-13138,45,Male,11,Month-to-month,DSL,Yes,Yes,52.4,406.03,78.29,13,1,3,Bank transfer,0.058,-28.53,No
CUST-13139,46,Female,25,Two year,Fiber optic,Yes,No,74.4,1915.8,120.05,21,4,0,Bank transfer,0.4213,31.53,Yes
CUST-13140,46,Male,47,One year,DSL,Yes,Yes,65.64,3189.22,30.23,12,2,1,Bank transfer,0.0678,-26.84,No
CUST-13141,41,Female,16,Month-to-month,DSL,Yes,Yes,65.88,1091.37,101.88,17,1,0,Credit card,0.0766,-25.08,No
CUST-13142,44,Female,6,Month-to-month,None,Yes,No,28.09,148.44,104.31,14,3,0,Bank transfer,0.0348,-8.76,No
CUST-13143,50,Male,24,One year,Fiber optic,Yes,Yes,72.52,1703.82,61.23,16,1,0,Bank transfer,0.0911,0.11,No
CUST-13144,62,Female,49,Month-to-month,Cable,Yes,Yes,55.0,2658.08,44.59,19,3,0,Credit card,0.1098,16.42,No
