Customer_ID,Age,Gender,Account_Age_Months,Contract_Type,Internet_Service,Phone_Service,Streaming_Service,Monthly_Charges,Total_Charges,Monthly_Usage_GB,Number_of_Sessions,Support_Calls,Complaints,Payment_Method,Payment_Delay_Rate,Usage_Change_Percentage,Churn,Customer_Lifetime_Months,Average_Monthly_Spend,Support_Calls_Per_Month,Service_Count
CUST-12779,20,Female,3,One year,Fiber optic,Yes,No,80.41,80.41,98.33,16,2,1,Mailed check,0.1078,-14.25,No,3,26.80333333333333,0.6666666666666666,2
CUST-12780,36,Female,22,Month-to-month,Fiber optic,Yes,Yes,82.89,1891.21,40.29,18,1,0,Credit card,0.0208,-17.22,No,22,85.96409090909091,0.045454545454545456,3
CUST-12781,72,Male,57,One year,Cable,Yes,No,59.39,3186.68,86.29,24,1,1,Electronic check,0.1417,10.43,No,57,55.906666666666666,0.017543859649122806,2
CUST-12782,62,Other,6,One year,Fiber optic,No,Yes,85.22,533.41,63.95,21,2,0,Credit card,0.0937,3.12,No,6,88.90166666666666,0.3333333333333333,2
CUST-12783,66,Male,51,Month-to-month,Fiber optic,Yes,No,30.52,1689.83,34.14,21,2,0,Mailed check,0.0628,-3.28,No,51,33.13392156862745,0.0392156862745098,2
CUST-12784,70,Male,51,One year,DSL,Yes,Yes,47.71,2278.26,42.82,23,2,0,Bank transfer,0.0393,-8.82,No,51,44.67176470588236,0.0392156862745098,3
CUST-12785,24,Male,55,Month-to-month,Fiber optic,Yes,No,63.27,3734.61,55.17,22,2,0,Credit card,0.2948,15.09,No,55,67.902,0.03636363636363636,2
CUST-12786,34,Female,16,One year,DSL,Yes,No,46.8,613.05,90.4,19,1,0,Bank transfer,0.1895,-0.69,Yes,16,38.315625,0.0625,2
CUST-12787,21,Female,18,One year,Fiber optic,Yes,Yes,85.42,1579.24,40.18,22,2,1,Bank transfer,0.1719,5.68,Yes,18,87.73555555555555,0.1111111111111111,3
CUST-12788,18,Male,15,One year,Cable,Yes,Yes,75.81,1010.62,21.78,10,0,1,Credit card,0.256,-9.07,Yes,15,67.37466666666667,0.0,3
CUST-12789,66,Female,29,Month-to-month,Fiber optic,Yes,No,64.51,2018.81,58.64,25,0,1,Mailed check,0.379,-12.31,No,29,69.61413793103448,0.0,2
CUST-12790,72,Male,38,One year,Cable,Yes,No,53.75,2248.75,53.54,19,1,0,Electronic check,0.1111,14.0,No,38,59.17763157894737,0.02631578947368421,2
CUST-12791,27,Male,9,Month-to-month,Fiber optic,No,No,58.91,482.96,90.7,12,0,0,Electronic check,0.1001,2.84,No,9,53.66222222222222,0.0,1
CUST-12792,59,Female,41,Month-to-month,Fiber optic,Yes,Yes,79.33,3438.75,71.17,14,2,0,Bank transfer,0.1104,3.88,No,41,83.8719512195122,0.04878048780487805,3
CUST-12793,49,Female,18,Month-to-month,Fiber optic,Yes,No,70.04,1292.49,82.1,23,0,1,Bank transfer,0.056,5.74,No,18,71.805,0.0,2
CUST-12794,22,Female,41,Month-to-month,Cable,Yes,Yes,69.56,2816.43,55.56,18,2,0,Credit card,0.107,13.69,No,41,68.69341463414634,0.04878048780487805,3
CUST-12795,71,Female,22,One year,DSL,Yes,No,43.41,823.71,35.78,18,3,1,Electronic check,0.3787,15.82,No,22,37.44136363636364,0.13636363636363635,2
CUST-12796,68,Other,69,Two year,Fiber optic,No,No,27.639200000000002,1322.16,96.49,14,1,1,Credit card,0.238,-11.57,No,69,19.161739130434785,0.014492753623188406,1
CUST-12797,50,Male,23,Month-to-month,Fiber optic,Yes,Yes,72.93,1786.47,50.84,19,1,0,Bank transfer,0.2457,-1.28,No,23,77.67260869565217,0.043478260869565216,3
CUST-12798,59,Male,63,Month-to-month,Fiber optic,Yes,No,70.31,4336.56,80.54,16,1,0,Credit card,0.2259,-10.53,Yes,63,68.83428571428573,0.015873015873015872,2
CUST-12799,41,Male,13,One year,Cable,Yes,No,49.46,724.19,56.17,18,3,0,Bank transfer,0.0525,3.98,Yes,13,55.70692307692308,0.23076923076923078,2
CUST-12800,63,Female,7,Two year,DSL,Yes,Yes,52.69,329.6,80.78,17,2,3,Credit card,0.0088,-2.83,Yes,7,47.08571428571429,0.2857142857142857,3
CUST-12801,43,Female,14,One year,Cable,Yes,No,61.59,1050.98,72.25,13,1,0,Bank transfer,0.0771,-1.9,No,14,75.07000000000001,0.07142857142857142,2
CUST-12802,75,Female,31,Month-to-month,DSL,Yes,Yes,69.29,2067.39,68.08,18,1,2,Bank transfer,0.3948,-0.84,Yes,31,66.69,0.03225806451612903,3
CUST-12803,21,Male,65,Month-to-month,Cable,No,No,52.72,3229.37,74.92,19,0,1,Credit card,0.1401,-1.47,Yes,65,49.68261538461538,0.0,1
CUST-12804,27,Male,13,One year,Fiber optic,Yes,No,62.39,658.24,59.21,13,2,2,Bank transfer,0.1053,32.13,No,13,50.63384615384616,0.15384615384615385,2
CUST-12805,74,Female,57,Month-to-month,Fiber optic,Yes,No,40.85,2385.24,24.08,26,2,1,Electronic check,0.3935,-21.35,No,57,41.84631578947368,0.03508771929824561,2
CUST-12806,34,Other,51,Two year,Fiber optic,No,No,57.99,2951.27,71.93,21,1,0,Mailed check,0.3279,0.03,No,51,57.868039215686274,0.0196078431372549,1
CUST-12807,36,Male,25,Two year,Cable,No,Yes,68.82,1722.34,92.49,24,4,1,Credit card,0.2235,-16.11,No,25,68.89359999999999,0.16,2
CUST-12808,63,Male,25,Two year,Fiber optic,Yes,No,73.02,1905.46,63.94,24,2,1,Electronic check,0.1108,3.84,No,25,76.2184,0.08,2
CUST-12809,28,Male,69,Month-to-month,Cable,Yes,No,52.06,3447.93,57.47,16,3,0,Credit card,0.3272,-15.13,No,69,49.97,0.043478260869565216,2
CUST-12810,47,Male,52,One year,Cable,No,No,50.84,2563.75,71.27,22,5,0,Electronic check,0.2911,1.09,No,52,49.30288461538461,0.09615384615384616,1
CUST-12811,34,Male,18,One year,Cable,Yes,Yes,57.19,977.14,88.5,16,3,0,Bank transfer,0.0942,-6.91,No,18,54.285555555555554,0.16666666666666666,3
CUST-12812,29,Male,66,Month-to-month,DSL,Yes,No,51.22,3398.17,58.25,23,4,1,Electronic check,0.0821,14.79,No,66,51.48742424242425,0.06060606060606061,2
CUST-12813,73,Female,30,Month-to-month,DSL,Yes,Yes,57.14,1609.71,29.13,13,0,0,Electronic check,0.2474,-15.97,Yes,30,53.657000000000004,0.0,3
CUST-12814,29,Male,6,Month-to-month,Cable,No,Yes,73.71,385.96,68.79,17,3,1,Bank transfer,0.0641,-14.4,No,6,64.32666666666667,0.5,2
CUST-12815,23,Male,59,Month-to-month,DSL,Yes,Yes,60.47,3502.99,73.75,14,4,0,Bank transfer,0.0867,-11.87,No,59,59.372711864406774,0.06779661016949153,3
CUST-12816,57,Male,63,Two year,DSL,Yes,No,50.42,2989.06,69.18,17,0,0,Electronic check,0.3931,6.36,No,63,47.44539682539683,0.0,2
CUST-12817,68,Female,32,Two year,Fiber optic,Yes,Yes,62.29,1931.0,53.13,11,3,1,Electronic check,0.3647,4.34,No,32,60.34375,0.09375,3
CUST-12818,25,Male,51,Month-to-month,DSL,Yes,Yes,63.43,3283.63,73.03,14,3,1,Electronic check,0.1859,-1.74,No,51,64.38490196078432,0.058823529411764705,3
CUST-12819,59,Male,17,Month-to-month,Fiber optic,Yes,Yes,87.18,1342.88,59.46,10,3,1,Electronic check,0.1332,9.49,Yes,17,78.9929411764706,0.17647058823529413,3
CUST-12820,49,Male,62,Month-to-month,Cable,Yes,No,66.23,3929.78,54.51,14,0,1,Bank transfer,0.32,-25.39,No,62,63.38354838709678,0.0,2
CUST-12821,66,Female,27,Month-to-month,Fiber optic,Yes,No,69.13,1823.16,58.14,19,0,1,Electronic check,0.1897,-1.13,No,27,67.52444444444444,0.0,2
CUST-12822,25,Female,20,Month-to-month,DSL,Yes,No,45.69,829.35,69.15,18,5,0,Bank transfer,0.3002,1.57,Yes,20,41.4675,0.25,2
CUST-12823,74,Male,37,One year,Cable,No,No,58.7,1942.9,71.74,24,4,1,Bank transfer,0.0966,3.93,No,37,52.51081081081081,0.10810810810810811,1
CUST-12824,53,Male,20,One year,DSL,Yes,No,49.39,755.85,52.67,10,3,0,Electronic check,0.0428,2.58,Yes,20,37.792500000000004,0.15,2
CUST-12825,66,Male,45,Two year,Cable,Yes,Yes,66.75,3116.35,69.78,19,2,0,Credit card,0.1922,4.82,No,45,69.25222222222222,0.044444444444444446,3
CUST-12826,38,Female,54,Two year,Fiber optic,Yes,Yes,76.68,4046.36,74.16,16,2,1,Credit card,0.1411,7.19,No,54,74.9325925925926,0.037037037037037035,3
CUST-12827,72,Female,30,Month-to-month,DSL,Yes,Yes,43.27,1399.51,78.38,23,1,0,Credit card,0.1282,25.17,No,30,46.650333333333336,0.03333333333333333,3
CUST-12828,54,Male,57,One year,DSL,Yes,Yes,53.25,3106.45,76.56,24,2,0,Bank transfer,0.0102,10.4,No,57,54.49912280701754,0.03508771929824561,3
CUST-12829,25,Male,32,Month-to-month,DSL,Yes,No,50.69,1817.9,96.26,23,2,0,Electronic check,0.1696,-16.25,Yes,32,56.809375,0.0625,2
CUST-12830,71,Female,70,Month-to-month,Cable,Yes,No,62.2,4382.85,81.47,14,2,0,Bank transfer,0.2577,11.89,No,70,62.612142857142864,0.02857142857142857,2
CUST-12831,64,Female,20,Month-to-month,Fiber optic,Yes,No,69.78,1316.88,113.1,18,1,0,Mailed check,0.1412,0.04,Yes,20,65.84400000000001,0.05,2
CUST-12832,35,Male,51,Month-to-month,DSL,Yes,No,53.77,2818.43,89.76,26,1,0,Bank transfer,0.229,-5.03,No,51,55.26333333333333,0.0196078431372549,2
CUST-12833,49,Male,39,Month-to-month,Fiber optic,Yes,No,58.01,2001.13,88.99,25,1,1,Credit card,0.1242,-15.55,No,39,51.311025641025644,0.02564102564102564,2
CUST-12834,40,Male,68,Month-to-month,DSL,No,Yes,44.32,3123.59,35.57,17,3,1,Bank transfer,0.1272,-1.7,No,68,45.93514705882353,0.04411764705882353,2
CUST-12835,49,Female,16,Month-to-month,Cable,Yes,Yes,83.12,1546.93,83.15,12,0,0,Mailed check,0.0307,4.2,No,16,96.683125,0.0,3
CUST-12836,73,Female,15,Two year,Fiber optic,No,No,66.95,859.87,85.43,10,2,0,Electronic check,0.1581,10.83,No,15,57.324666666666666,0.13333333333333333,1
CUST-12837,70,Female,63,Month-to-month,DSL,Yes,No,59.48,3715.64,63.94,16,1,1,Bank transfer,0.163,-11.39,No,63,58.9784126984127,0.015873015873015872,2
CUST-12838,30,Female,65,Month-to-month,DSL,Yes,Yes,57.1,3721.87,15.85,26,2,0,Bank transfer,0.1916,-3.16,No,65,57.25953846153846,0.03076923076923077,3
CUST-12839,74,Male,54,Two year,Cable,Yes,Yes,74.22,3960.97,9.1,28,0,0,Credit card,0.1534,-4.11,No,54,73.3512962962963,0.0,3
CUST-12840,43,Male,35,One year,Fiber optic,Yes,No,76.94,2677.58,58.29,19,2,0,Credit card,0.1329,-5.0,No,35,76.50228571428572,0.05714285714285714,2
CUST-12841,58,Male,30,Month-to-month,DSL,Yes,No,65.09,1855.14,52.09,16,4,0,Credit card,0.2158,-16.43,No,30,61.838,0.13333333333333333,2
CUST-12842,62,Female,48,Two year,Cable,Yes,No,61.12,2857.42,29.21,16,4,0,Credit card,0.0782,-10.92,No,48,59.529583333333335,0.08333333333333333,2
CUST-12843,46,Female,54,Month-to-month,DSL,Yes,No,42.68,2653.27,74.29,18,0,1,Bank transfer,0.2964,-1.78,No,54,49.13462962962963,0.0,2
CUST-12844,44,Male,20,Month-to-month,Cable,Yes,Yes,61.65,1246.8,37.8,22,2,0,Electronic check,0.2137,9.37,Yes,20,62.339999999999996,0.1,3
CUST-12845,44,Male,1,Month-to-month,Fiber optic,Yes,No,72.13,72.13,25.02,28,1,3,Mailed check,0.0656,-0.94,Yes,1,72.13,1.0,2
CUST-12846,68,Female,6,Month-to-month,Fiber optic,Yes,No,27.639200000000002,57.8244,114.52,22,1,0,Electronic check,0.0602,-12.52,No,6,9.6374,0.16666666666666666,2
CUST-12847,40,Female,25,One year,Fiber optic,Yes,No,72.89,1769.07,77.11,16,2,0,Electronic check,0.1972,-1.3,No,25,70.7628,0.08,2
CUST-12848,34,Female,50,Month-to-month,Fiber optic,Yes,No,73.94,3891.25,54.78,14,0,2,Electronic check,0.2102,-13.06,No,50,77.825,0.0,2
CUST-12849,38,Male,32,One year,DSL,Yes,No,60.37,2106.69,31.1,19,2,0,Bank transfer,0.3481,10.76,No,32,65.8340625,0.0625,2
CUST-12850,29,Female,45,One year,DSL,Yes,Yes,46.28,2094.33,43.74,15,1,0,Bank transfer,0.1728,19.82,No,45,46.54066666666667,0.022222222222222223,3
CUST-12851,40,Female,34,Two year,DSL,Yes,No,42.23,1297.58,50.06,13,0,1,Credit card,0.0745,2.98,No,34,38.16411764705882,0.0,2
CUST-12852,24,Female,19,Month-to-month,Fiber optic,Yes,No,70.81,1371.4,51.95,17,3,1,Credit card,0.5409,9.93,Yes,19,72.17894736842106,0.15789473684210525,2
CUST-12853,23,Female,54,Month-to-month,Fiber optic,Yes,Yes,78.7,4142.35,57.26,16,1,0,Electronic check,0.1303,-6.73,No,54,76.7101851851852,0.018518518518518517,3
CUST-12854,59,Female,53,Two year,Cable,Yes,No,58.14,3116.8,36.66,14,2,1,Electronic check,0.0644,4.6,Yes,53,58.80754716981132,0.03773584905660377,2
CUST-12855,22,Female,70,One year,Fiber optic,Yes,No,76.83,5495.18,44.04,22,1,1,Mailed check,0.0225,1.09,No,70,78.50257142857143,0.014285714285714285,2
CUST-12856,50,Female,60,Month-to-month,Cable,Yes,No,60.43,3553.53,23.93,16,1,0,Credit card,0.0445,13.4,No,60,59.225500000000004,0.016666666666666666,2
CUST-12857,63,Male,28,Month-to-month,DSL,Yes,Yes,69.75,1975.28,17.48,9,1,0,Mailed check,0.3861,-5.7,No,28,70.54571428571428,0.03571428571428571,3
CUST-12858,60,Male,51,One year,Fiber optic,Yes,Yes,87.43,4548.63,28.15,18,2,0,Electronic check,0.2019,0.43,No,51,89.18882352941176,0.0392156862745098,3
CUST-12859,43,Female,26,One year,Cable,Yes,Yes,62.29,1679.3,50.37,25,2,1,Mailed check,0.1869,-11.84,No,26,64.58846153846153,0.07692307692307693,3
CUST-12860,29,Female,63,One year,Cable,No,No,52.11,3083.6,57.61,24,4,1,Mailed check,0.1442,9.06,No,63,48.94603174603174,0.06349206349206349,1
CUST-12861,71,Male,44,Two year,Cable,No,Yes,62.99,2763.53,76.17,18,3,0,Bank transfer,0.2683,-6.29,No,44,62.807500000000005,0.06818181818181818,2
CUST-12862,66,Male,61,Month-to-month,Fiber optic,Yes,No,83.33,4727.77,74.97,16,2,0,Credit card,0.1259,-2.51,Yes,61,77.5044262295082,0.03278688524590164,2
CUST-12863,53,Female,21,Month-to-month,DSL,Yes,No,51.63,1120.77,79.97,20,4,0,Electronic check,0.0865,-9.42,No,21,53.37,0.19047619047619047,2
CUST-12864,23,Female,2,One year,Fiber optic,Yes,Yes,49.13,199.2,57.68,25,2,0,Credit card,0.1431,-1.01,Yes,2,99.6,1.0,3
CUST-12865,20,Female,11,Two year,DSL,Yes,Yes,55.77,665.48,80.73,15,2,0,Credit card,0.1144,9.85,No,11,60.49818181818182,0.18181818181818182,3
CUST-12866,36,Male,39,Month-to-month,Fiber optic,Yes,Yes,82.86,3270.16,13.56,16,1,0,Bank transfer,0.1015,5.53,Yes,39,83.8502564102564,0.02564102564102564,3
CUST-12867,27,Female,70,One year,Fiber optic,Yes,No,62.54,4413.3,79.49,14,2,1,Electronic check,0.0999,16.58,No,70,63.04714285714286,0.02857142857142857,2
CUST-12868,67,Female,46,Month-to-month,Cable,Yes,No,53.46,2528.3,64.04,12,1,1,Bank transfer,0.1724,-6.61,No,46,54.96304347826087,0.021739130434782608,2
CUST-12869,29,Male,59,Month-to-month,Cable,Yes,Yes,75.92,4371.24,88.08,27,1,0,Credit card,0.1209,1.34,No,59,74.08881355932203,0.01694915254237288,3
CUST-12870,34,Male,34,Two year,Fiber optic,No,Yes,43.07,1386.59,6.4597,15,1,1,Credit card,0.0957,0.0,No,34,40.78205882352941,0.029411764705882353,2
CUST-12871,74,Other,70,Month-to-month,Fiber optic,Yes,No,45.58,3204.75,86.89,19,2,1,Bank transfer,0.0892,-9.99,Yes,70,45.78214285714286,0.02857142857142857,2
CUST-12872,65,Male,68,Month-to-month,Fiber optic,No,Yes,86.89,5646.354800000002,25.97,16,1,0,Mailed check,0.1667,15.7,No,68,83.03462941176474,0.014705882352941176,2
CUST-12873,30,Female,16,One year,DSL,Yes,No,56.66,969.44,91.86,15,1,1,Electronic check,0.3045,19.62,No,16,60.59,0.0625,2
CUST-12874,40,Female,63,Month-to-month,Fiber optic,Yes,Yes,80.79,5175.3,44.77,15,1,1,Electronic check,0.0937,-11.89,No,63,82.14761904761905,0.015873015873015872,3
CUST-12875,47,Female,2,Month-to-month,Fiber optic,Yes,No,66.16,95.91,74.97,17,2,1,Electronic check,0.1102,30.6,No,2,47.955,1.0,2
CUST-12876,56,Male,43,One year,Fiber optic,Yes,Yes,75.29,3249.33,62.93,22,0,0,Credit card,0.0662,-1.93,No,43,75.56581395348837,0.0,3
CUST-12877,72,Female,32,Month-to-month,Fiber optic,Yes,No,36.18,1148.51,89.36,19,1,1,Credit card,0.1298,-18.89,Yes,32,35.8909375,0.03125,2
CUST-12878,68,Male,22,One year,Fiber optic,No,Yes,70.66,1403.59,68.63,18,0,0,Credit card,0.0645,-11.81,No,22,63.79954545454545,0.0,2
CUST-12879,74,Female,68,Month-to-month,DSL,Yes,Yes,65.14,4465.53,102.69,26,1,0,Mailed check,0.1323,-0.51,No,68,65.66955882352941,0.014705882352941176,3
CUST-12880,20,Male,48,Month-to-month,DSL,Yes,No,43.89,2085.67,47.72,18,3,0,Bank transfer,0.126,-3.56,No,48,43.451458333333335,0.0625,2
CUST-12881,31,Female,10,One year,Fiber optic,No,Yes,67.12,776.34,40.16,18,2,0,Electronic check,0.0561,-8.09,Yes,10,77.634,0.2,2
CUST-12882,50,Female,11,Month-to-month,DSL,Yes,Yes,61.57,495.93,49.31,13,3,1,Bank transfer,0.0775,-13.51,No,11,45.084545454545456,0.2727272727272727,3
CUST-12883,20,Male,9,Two year,Fiber optic,Yes,Yes,68.71,560.55,80.2,20,3,0,Bank transfer,0.0888,-15.49,No,9,62.28333333333333,0.3333333333333333,3
CUST-12884,38,Male,22,Two year,DSL,Yes,No,60.3,1104.37,81.19,17,0,1,Bank transfer,0.0287,21.21,No,22,50.19863636363636,0.0,2
CUST-12885,26,Female,5,Two year,DSL,Yes,No,56.09,327.45,34.11,20,4,0,Electronic check,0.0575,5.64,No,5,65.49,0.8,2
CUST-12886,72,Male,20,Month-to-month,Cable,Yes,No,59.48,1287.04,44.65,18,0,2,Bank transfer,0.1505,13.41,No,20,64.352,0.0,2
CUST-12887,21,Male,56,Month-to-month,Cable,Yes,Yes,59.88,3398.93,71.92,18,4,0,Bank transfer,0.382,-9.84,No,56,60.69517857142857,0.07142857142857142,3
CUST-12888,26,Male,63,Two year,Cable,Yes,Yes,66.06,4397.51,94.89,19,3,3,Electronic check,0.1201,-3.34,No,63,69.80174603174603,0.047619047619047616,3
CUST-12889,29,Female,57,Month-to-month,Fiber optic,Yes,Yes,84.03,4855.62,48.14,22,2,2,Mailed check,0.0983,-10.77,No,57,85.18631578947368,0.03508771929824561,3
CUST-12890,26,Female,36,One year,Fiber optic,Yes,Yes,74.63,2581.25,30.76,28,3,1,Electronic check,0.0989,-4.56,No,36,71.70138888888889,0.08333333333333333,3
CUST-12891,50,Male,51,Two year,DSL,Yes,Yes,47.53,2570.21,89.08,19,1,0,Mailed check,0.0325,14.21,No,51,50.39627450980392,0.0196078431372549,3
CUST-12892,39,Female,68,Month-to-month,Fiber optic,Yes,No,39.3,2919.22,23.04,13,0,1,Electronic check,0.0425,-3.76,No,68,42.92970588235294,0.0,2
CUST-12893,70,Male,4,Month-to-month,Fiber optic,Yes,No,72.23,370.93,77.96,12,0,3,Credit card,0.061,0.22,Yes,4,92.7325,0.0,2
CUST-12894,33,Male,66,One year,Fiber optic,Yes,No,66.62,4308.72,12.95,18,1,2,Bank transfer,0.0889,-6.58,No,66,65.28363636363636,0.015151515151515152,2
CUST-12895,49,Male,53,One year,Fiber optic,Yes,No,52.43,2701.29,62.11,17,4,1,Electronic check,0.1143,10.74,No,53,50.9677358490566,0.07547169811320754,2
CUST-12896,56,Male,28,Month-to-month,Fiber optic,Yes,No,30.27,890.2,56.52,17,5,1,Electronic check,0.0939,-5.31,No,28,31.792857142857144,0.17857142857142858,2
CUST-12897,54,Male,33,One year,Fiber optic,Yes,Yes,88.76,2881.02,46.22,12,1,1,Bank transfer,0.0966,16.72,No,33,87.30363636363636,0.030303030303030304,3
CUST-12898,64,Female,32,One year,Cable,Yes,No,62.73,2137.69,99.55,18,1,1,Credit card,0.3129,-2.68,No,32,66.8028125,0.03125,2
CUST-12899,29,Male,12,Month-to-month,DSL,Yes,Yes,61.59,711.5,63.0,11,1,1,Electronic check,0.127,31.08,No,12,59.291666666666664,0.08333333333333333,3
CUST-12900,47,Female,17,Month-to-month,DSL,Yes,No,66.31,1229.59,60.96,26,1,2,Electronic check,0.0732,16.38,No,17,72.32882352941176,0.058823529411764705,2
CUST-12901,64,Male,22,One year,DSL,Yes,Yes,67.16,1561.25,58.84,12,4,0,Credit card,0.3096,1.37,No,22,70.9659090909091,0.18181818181818182,3
CUST-12902,68,Male,1,One year,Fiber optic,Yes,No,31.4,57.8244,46.57,13,2,1,Credit card,0.073,2.82,Yes,1,57.8244,2.0,2
CUST-12903,53,Male,37,Two year,Fiber optic,Yes,No,66.08,2434.7,108.86,21,1,1,Bank transfer,0.1076,18.45,No,37,65.8027027027027,0.02702702702702703,2
CUST-12904,55,Female,35,Month-to-month,Cable,Yes,Yes,61.71,2284.75,55.96,21,3,1,Electronic check,0.2001,5.91,Yes,35,65.27857142857142,0.08571428571428572,3
CUST-12905,68,Female,24,Two year,Fiber optic,Yes,Yes,81.25,1932.95,109.51,16,5,0,Bank transfer,0.0868,9.2,No,24,80.53958333333334,0.20833333333333334,3
CUST-12906,54,Male,13,One year,DSL,Yes,No,45.13,627.93,45.19,14,0,0,Electronic check,0.0734,27.37,No,13,48.302307692307686,0.0,2
CUST-12907,73,Male,70,One year,Cable,Yes,Yes,52.33,3683.44,65.44,15,1,1,Credit card,0.1827,4.48,No,70,52.62057142857143,0.014285714285714285,3
CUST-12908,25,Male,49,Month-to-month,Cable,Yes,Yes,63.71,3021.81,53.52,18,3,0,Electronic check,0.2041,-23.21,No,49,61.669591836734696,0.061224489795918366,3
CUST-12909,38,Female,35,Month-to-month,Fiber optic,Yes,Yes,51.56,2011.97,45.72,12,1,0,Mailed check,0.0238,4.07,No,35,57.484857142857145,0.02857142857142857,3
CUST-12910,24,Male,53,Month-to-month,Cable,Yes,Yes,76.64,3971.94,60.46,20,6,1,Bank transfer,0.1691,16.07,Yes,53,74.9422641509434,0.11320754716981132,3
CUST-12911,23,Female,27,Month-to-month,Cable,Yes,No,63.98,1616.14,104.95,19,1,1,Bank transfer,0.4344,5.77,Yes,27,59.85703703703704,0.037037037037037035,2
CUST-12912,45,Male,16,Month-to-month,Fiber optic,Yes,No,69.26,1234.57,95.9,13,0,1,Credit card,0.3248,-11.9,No,16,77.160625,0.0,2
CUST-12913,31,Male,49,Two year,Fiber optic,No,No,35.53,1675.32,65.59,16,0,1,Mailed check,0.1485,0.98,No,49,34.19020408163265,0.0,1
CUST-12914,41,Female,56,Month-to-month,DSL,Yes,No,63.82,3582.75,32.2,14,2,0,Credit card,0.0618,19.81,No,56,63.97767857142857,0.03571428571428571,2
CUST-12915,43,Male,47,Two year,DSL,Yes,No,53.83,2580.96,72.73,16,1,0,Bank transfer,0.0188,-15.02,No,47,54.91404255319149,0.02127659574468085,2
CUST-12916,54,Male,41,Month-to-month,DSL,No,No,42.43,1862.01,52.3,17,1,3,Mailed check,0.3085,-18.65,No,41,45.41487804878049,0.024390243902439025,1
CUST-12917,72,Female,1,Two year,DSL,Yes,Yes,71.36,71.36,41.84,17,0,0,Electronic check,0.4866,-8.05,No,1,71.36,0.0,3
CUST-12918,67,Male,46,Month-to-month,DSL,Yes,No,45.71,2085.1,80.33,19,2,0,Credit card,0.026,15.76,No,46,45.32826086956521,0.043478260869565216,2
CUST-12919,39,Male,45,One year,Fiber optic,Yes,Yes,84.54,3768.55,34.26,16,3,1,Credit card,0.0514,-22.57,No,45,83.74555555555555,0.06666666666666667,3
CUST-12920,36,Male,30,Month-to-month,Fiber optic,No,Yes,49.58,1482.37,67.49,16,0,1,Bank transfer,0.1402,3.45,Yes,30,49.41233333333333,0.0,2
CUST-12921,62,Male,18,Two year,Fiber optic,Yes,No,33.53,696.25,75.72,14,1,0,Mailed check,0.1963,7.96,No,18,38.68055555555556,0.05555555555555555,2
CUST-12922,25,Female,71,Month-to-month,Fiber optic,Yes,No,27.639200000000002,1634.44,80.81,27,1,0,Credit card,0.1107,2.02,No,71,23.020281690140845,0.014084507042253521,2
CUST-12923,49,Male,28,Month-to-month,DSL,Yes,No,55.52,1578.65,34.22,19,1,0,Credit card,0.1471,-15.77,No,28,56.38035714285714,0.03571428571428571,2
CUST-12924,42,Female,20,Two year,Fiber optic,Yes,No,30.62,519.58,105.13,27,4,0,Mailed check,0.1099,3.57,No,20,25.979000000000003,0.2,2
CUST-12925,28,Female,51,Month-to-month,DSL,Yes,Yes,63.81,3281.88,71.4,20,1,0,Credit card,0.017,-11.08,No,51,64.35058823529413,0.0196078431372549,3
CUST-12926,53,Female,35,One year,DSL,Yes,Yes,55.14,1999.36,64.35,15,1,0,Electronic check,0.3421,3.75,No,35,57.12457142857143,0.02857142857142857,3
CUST-12927,36,Female,41,Month-to-month,Fiber optic,Yes,Yes,41.73,1744.63,32.53,12,2,0,Electronic check,0.0558,-8.69,No,41,42.5519512195122,0.04878048780487805,3
CUST-12928,28,Female,47,Month-to-month,DSL,Yes,Yes,54.49,2688.27,44.56,20,3,0,Bank transfer,0.3471,5.98,No,47,57.19723404255319,0.06382978723404255,3
CUST-12929,55,Female,27,One year,Cable,Yes,No,62.11,1595.76,55.74,19,1,1,Electronic check,0.0428,1.4,No,27,59.102222222222224,0.037037037037037035,2
CUST-12930,28,Male,11,Month-to-month,DSL,Yes,No,52.58,503.92,63.62,15,3,0,Credit card,0.4325,-13.16,No,11,45.81090909090909,0.2727272727272727,2
CUST-12931,57,Male,13,One year,DSL,Yes,Yes,52.97,709.73,72.54,13,1,1,Credit card,0.0416,8.63,No,13,54.59461538461539,0.07692307692307693,3
CUST-12932,27,Female,68,Month-to-month,Fiber optic,Yes,Yes,78.6,5483.07,55.81,19,1,2,Electronic check,0.2101,0.24,Yes,68,80.63338235294117,0.014705882352941176,3
CUST-12933,43,Male,37,One year,Fiber optic,Yes,Yes,40.39,1701.8,99.03,17,3,0,Mailed check,0.0169,5.82,No,37,45.994594594594595,0.08108108108108109,3
CUST-12934,64,Female,31,Two year,Fiber optic,Yes,No,66.89,2138.42,55.19,20,4,1,Credit card,0.034,4.35,No,31,68.98129032258065,0.12903225806451613,2
CUST-12935,31,Male,23,Month-to-month,DSL,Yes,Yes,55.85,1323.74,68.92,20,2,0,Mailed check,0.2026,14.02,No,23,57.55391304347826,0.08695652173913043,3
CUST-12936,62,Female,52,Month-to-month,Fiber optic,Yes,Yes,75.29,3801.53,91.56,18,3,1,Electronic check,0.1192,8.9,No,52,73.10634615384616,0.057692307692307696,3
CUST-12937,59,Male,66,Month-to-month,DSL,Yes,Yes,64.05,4314.86,51.1,18,1,1,Bank transfer,0.0184,6.85,No,66,65.37666666666667,0.015151515151515152,3
